id,song_name,level,level_index,score,rating,over_power,clear,full_combo,full_chain,rank,upload_time,play_time
993,B100d Hunter,14+,3,1007427,16.6854,83.927,clear,fullcombo,,ssp,2025-09-28 13:44:50,
2241,DA'AT -The First Seeker of Souls-,15+,3,993386,16.33544,81.6772,clear,,,sp,2025-09-28 13:44:50,
2597,Stardust:RAY,15,3,996728,16.16912,80.8456,clear,,,sp,2025-11-05 12:13:09,
2696,Tempestissimo,13+,2,1009864,16.05,83.546,clear,alljustice,,sssp,2025-11-05 12:13:09,2025-11-01 03:58:00
628,サドマミホリック,14+,4,1001268,16.0268,80.134,clear,,,ss,2025-11-05 12:13:09,2025-11-01 03:51:00
2650,MeteorSnow,15,3,995426,16.01704,80.0852,clear,,,sp,2025-11-05 12:13:09,
152,Gustav Battle,14+,4,1001027,16.0027,80.0135,clear,,,ss,2025-11-05 12:13:09,2025-11-05 11:12:00
551,Sparking Revolver,14+,3,1002513,15.9513,79.7565,clear,,,ss,2025-11-05 12:13:09,
2271,Falsum Atlantis.,15,3,996093,15.84372,79.2186,clear,,,sp,2025-11-05 12:13:09,2025-11-01 04:25:00
2589,ÅMARA (大未来電脳),14+,3,1000362,15.8362,79.181,clear,,,ss,2025-11-05 12:13:09,2025-11-01 04:07:00
2650,MeteorSnow,13+,2,1008448,15.7948,79.922,clear,,,sss,2025-11-05 12:13:09,2025-11-02 06:31:00
2597,Stardust:RAY,13+,2,1008285,15.5785,78.6775,clear,,,sss,2025-11-05 12:13:09,2025-11-02 06:35:00
2622,Joe Fight,14,3,1002601,15.5601,77.8005,clear,,,ss,2025-11-05 12:13:09,2025-11-01 03:13:00
2695,Ringed Genesis,14,3,1001117,15.5117,77.5585,clear,,,ss,2025-11-05 12:13:09,2025-11-01 04:41:00
2674,M.L.V.G,14,3,1004948,15.4948,77.474,clear,,,ss,2025-11-05 12:13:09,2025-11-01 04:38:00
2620,チューリングの跡,15,3,1004810,16.581,82.905,clear,,,ss,2025-11-05 12:13:09,2025-11-05 11:40:00
2616,黎命に殉ず,15,3,1006449,16.8898,84.449,clear,,,ssp,2025-11-05 12:13:09,2025-11-05 11:29:00
2696,Tempestissimo,15,3,1006314,16.8628,84.314,clear,,,ssp,2025-11-05 12:13:09,2025-11-05 11:16:00
734,電光石火,15,3,1002137,16.2137,81.0685,clear,,,ss,2025-11-05 12:13:09,2025-11-02 06:59:00
2239,ホーリーサンバランド,15,3,1007321,16.9642,85.821,clear,fullcombo,,ssp,2025-11-05 12:13:09,2025-11-02 06:50:00
20,taboo tears you up,15,4,1004347,16.4347,82.1735,clear,,,ss,2025-11-05 12:13:09,2025-11-02 06:47:00
807,BlythE,15,4,1004375,16.5375,82.6875,clear,,,ss,2025-11-05 12:13:09,2025-11-01 04:31:00
2300,Odin,15,3,1003532,16.4532,82.266,clear,,,ss,2025-11-05 12:13:09,2025-11-01 04:21:00
2485,Singularity,15,3,1002742,16.3742,81.871,clear,,,ss,2025-11-05 12:13:09,2025-11-01 04:17:00
2461,"《創造》 ～ Cries, beyond The End",15,3,1001833,16.2833,81.4165,clear,,,ss,2025-11-05 12:13:09,2025-11-01 04:12:00
2592,マツヨイナイトバグ,14,3,1008109,16.3609,82.4135,clear,,,sss,2025-11-05 12:13:09,2025-11-01 03:55:00
2658,熱異常,14,3,1008565,16.3065,82.5975,clear,,,sss,2025-11-05 12:13:09,2025-11-01 03:39:00
2625,Latent Kingdom,15,3,1004002,16.5002,82.501,clear,,,ss,2025-11-05 12:13:09,2025-11-01 03:33:00
628,サドマミホリック,14+,4,1001238,16.0238,80.119,clear,,,ss,2025-11-05 12:13:09,2025-11-05 11:52:00
173,Halcyon,15,4,1003434,16.4434,82.217,clear,,,ss,2025-11-05 12:13:09,2025-11-05 11:48:00
466,Iudicium,15,3,998332,15.93328,79.6664,clear,,,sp,2025-11-05 12:13:09,2025-11-05 11:44:00
2625,Latent Kingdom,15,3,1003637,16.4637,82.3185,clear,,,ss,2025-11-05 12:13:09,2025-11-05 11:33:00
2616,黎命に殉ず,15,3,1002413,16.3413,81.7065,clear,,,ss,2025-11-05 12:13:09,2025-11-05 11:26:00
2050,封焔の135秒,15,3,1004411,16.4411,82.2055,clear,,,ss,2025-11-05 12:13:09,2025-11-05 11:22:00
2050,封焔の135秒,15,3,1003412,16.3412,81.706,clear,,,ss,2025-11-05 12:13:09,2025-11-05 11:19:00
2090,《自戒》 ～ Paganelope,14+,3,1000793,15.6793,78.3965,clear,,,ss,2025-11-05 12:13:09,2025-11-05 11:09:00
323,Dreadnought,14+,4,1003075,16.1075,80.5375,clear,,,ss,2025-11-05 12:13:09,2025-11-05 11:04:00
2398,neu,15,3,994657,15.78628,78.9314,clear,,,sp,2025-11-05 12:13:09,2025-11-02 07:06:00
2398,neu,15,3,995822,15.83288,79.1644,clear,,,sp,2025-11-05 12:13:09,2025-11-02 07:03:00
823,Opfer,15,3,1002987,16.2987,81.4935,clear,,,ss,2025-11-05 12:13:09,2025-11-02 06:53:00
2600,其のエメラルドを見よ,15,3,1003296,16.4296,82.148,clear,,,ss,2025-11-05 12:13:09,2025-11-02 06:44:00
2488,Yorugao,14+,3,995742,15.72968,78.6484,clear,,,sp,2025-11-05 12:13:09,2025-11-02 06:38:00
20,taboo tears you up,15,4,996982,15.87928,79.3964,clear,,,sp,2025-11-05 12:13:09,2025-11-01 04:35:00
2620,チューリングの跡,15,3,1001579,16.2579,81.2895,clear,,,ss,2025-11-05 12:13:09,2025-11-01 03:47:00
2620,チューリングの跡,15,3,999927,16.09708,80.4854,clear,,,sp,2025-11-05 12:13:09,2025-11-01 03:44:00
2625,Latent Kingdom,15,3,999232,16.06928,80.3464,clear,,,sp,2025-11-05 12:13:09,2025-11-01 03:20:00
2696,Tempestissimo,15,3,1004299,16.5299,82.6495,clear,,,ss,2025-11-05 12:13:09,2025-10-11 11:22:00
2696,Tempestissimo,15,3,999370,16.0748,80.374,clear,,,sp,2025-11-05 12:13:09,2025-10-11 11:19:00
2600,其のエメラルドを見よ,15,3,995348,15.91392,79.5696,clear,,,sp,2025-11-05 12:13:09,2025-10-11 11:16:00
824,神威 (NAOKI × ZPP MIX),15,3,997205,15.8882,79.441,clear,,,sp,2025-11-05 12:13:09,2025-10-07 03:16:00
734,電光石火,15,3,995184,15.80736,79.0368,clear,,,sp,2025-11-05 12:13:09,2025-10-07 03:14:00
734,電光石火,15,3,999028,15.96112,79.8056,clear,,,sp,2025-11-05 12:13:09,2025-10-07 03:11:00
1016,Parad'ox,14+,3,1007519,16.7019,84.0285,clear,fullcombo,,sss,2025-11-07 13:13:03,
2614,Malleus Maleficarum,14+,3,1006800,16.66,83.3,clear,,,ssp,2025-11-07 13:13:03,2025-11-06 05:43:00
2300,Odin,15,3,1004658,16.5658,82.829,clear,,,ss,2025-11-07 13:13:03,2025-11-06 05:32:00
2444,Cult future,15,3,1005192,16.5384,82.692,clear,,,ssp,2025-11-07 13:13:03,2025-11-06 05:50:00
173,Halcyon,14+,3,1006062,16.3124,81.562,clear,,,ssp,2025-11-07 13:13:03,2025-11-06 05:16:00
700,夕焼けのRed Parade,14+,3,1003678,16.2678,81.339,clear,,,ss,2025-11-07 13:13:03,2025-11-06 05:25:00
2480,GEOMETRIC DANCE,14+,3,1004008,16.1008,80.504,clear,,,ss,2025-11-07 13:13:03,2025-11-06 05:21:00
2622,Joe Fight,14,3,1005410,15.882,79.41,clear,,,ssp,2025-11-07 13:13:03,2025-11-06 05:12:00
2695,Ringed Genesis,14,3,1004355,15.8355,79.1775,clear,,,ss,2025-11-07 13:13:03,2025-11-06 05:09:00
2444,Cult future,15,3,1002679,16.2679,81.3395,clear,,,ss,2025-11-07 13:13:03,2025-11-06 05:47:00
2485,Singularity,15,3,999669,16.08676,80.4338,clear,,,sp,2025-11-07 13:13:03,2025-11-06 05:38:00
2485,Singularity,15,3,1000396,16.1396,80.698,clear,,,ss,2025-11-07 13:13:03,2025-11-06 05:35:00
1015,Insane Gamemode,14,3,1005087,15.9174,79.587,clear,,,ssp,2024-03-01 05:35:37,2024-03-01 05:19:00
1016,Parad'ox,14+,3,1007519,16.7019,84.0285,clear,fullcombo,,sss,2025-11-07 13:13:03,2025-11-06 05:28:00
2270,TEmPTaTiON,15,3,1002310,16.231,81.155,clear,,,ss,2025-11-05 12:13:09,
1079,X7124,14,2,1003153,15.6153,78.0765,clear,,,ss,2024-02-24 10:30:24,2024-02-18 09:02:00
1086,祈 -我ら神祖と共に歩む者なり-,14+,2,1004137,15.9137,79.5685,clear,,,ss,2024-02-20 10:01:05,
1086,祈 -我ら神祖と共に歩む者なり-,14+,2,1004572,15.9572,79.786,failed,,,ss,2024-06-14 07:49:44,2024-04-30 12:52:00
1086,祈 -我ら神祖と共に歩む者なり-,14+,2,1006261,16.2522,81.261,clear,,,ssp,2025-09-28 13:44:50,
1098,董卓討つべし,14,3,997201,14.88804,74.4402,clear,,,sp,2024-06-14 07:49:46,
1086,祈 -我ら神祖と共に歩む者なり-,15+,3,981892,15.97568,79.8784,failed,,,s,2024-02-20 10:01:05,
1086,祈 -我ら神祖と共に歩む者なり-,15+,3,981892,15.97568,79.8784,failed,,,s,2024-02-20 10:01:06,2024-02-18 08:51:00
1086,祈 -我ら神祖と共に歩む者なり-,15+,3,981892,15.97568,79.8784,failed,,,s,2024-02-24 10:30:24,2024-02-18 08:51:00
1086,祈 -我ら神祖と共に歩む者なり-,15+,3,998233,16.62932,83.1466,clear,,,sp,2025-09-28 13:44:50,
2400,LAMIA,15,3,1001793,16.4793,82.3965,clear,,,ss,2025-09-28 13:44:50,
1092,真千年女王,14+,3,1007101,16.8202,84.601,clear,fullcombo,,ssp,2025-09-28 13:44:50,
1094,[CRYSTAL_ACCESS],14+,3,1007035,16.507,82.535,clear,,,ssp,2025-09-28 13:44:50,
1100,TECHNOPOLIS 2085,14+,3,1001119,15.6119,78.0595,clear,,,ss,2024-06-14 07:49:46,
1107,AstrøNotes.,15,3,1007328,16.9656,84.828,clear,,,ssp,2025-09-28 13:44:50,
2034,A Site De La Rue,15,3,892566,9.724583,48.622915,failed,,,bbb,2024-02-24 10:30:24,2024-02-24 09:56:00
2056,Blazing Break,13+,3,999473,14.57892,72.8946,clear,,,sp,2024-02-20 10:01:06,2024-02-20 05:19:00
2064,ピュグマリオンの咒文,14,3,1002692,15.3692,76.846,clear,,,ss,2025-09-28 13:44:50,
2598,HECATONCHEIR,14,3,1005247,15.6494,78.247,clear,,,ssp,2025-11-05 12:13:09,
2620,チューリングの跡,15,3,992419,15.79676,78.9838,clear,,,sp,2025-11-05 12:13:09,2025-11-01 03:36:00
2620,チューリングの跡,15,3,997512,16.00048,80.0024,clear,,,sp,2025-11-05 12:13:09,2025-11-01 03:16:00
2621,NIGHTWAVE FRAGMENTS,14,3,1007025,16.105,80.525,clear,,,ssp,2025-11-05 12:13:09,2025-11-01 04:03:00
6,Reach For The Stars,13,3,1005290,14.658,73.29,clear,,,ssp,2025-09-28 13:44:50,
6,Reach For The Stars,13,3,991146,13.74584,68.7292,clear,,,sp,2024-02-20 10:01:05,
7,初音ミクの消失,14+,3,1002868,15.7868,78.934,clear,,,ss,2025-09-28 13:44:50,
7,初音ミクの消失,14+,3,992421,15.19684,75.9842,clear,,,sp,2024-02-20 10:01:05,
20,taboo tears you up,15,4,1003725,16.3725,81.8625,clear,,,ss,2025-09-28 13:44:50,
33,Blue Noise,14+,3,996272,15.35088,76.7544,clear,,,sp,2024-02-24 10:30:24,2024-02-20 05:55:00
33,Blue Noise,14+,3,996272,15.35088,76.7544,clear,,,sp,2024-02-20 10:01:06,2024-02-20 05:55:00
33,Blue Noise,14+,3,1001181,15.6181,78.0905,clear,,,ss,2025-09-28 13:44:50,
33,Blue Noise,14+,3,1000472,15.5472,77.736,clear,,,ss,2024-02-20 10:01:06,2024-02-18 07:53:00
33,Blue Noise,14+,3,1000472,15.5472,77.736,clear,,,ss,2024-02-20 10:01:05,
45,L9,15,4,1005066,16.5132,82.566,clear,,,ssp,2025-09-28 13:44:50,
51,My First Phone,14,3,1002179,15.2179,76.0895,clear,,,ss,2024-03-01 05:35:37,2024-02-24 09:44:00
51,My First Phone,14,3,1002179,15.2179,76.0895,clear,,,ss,2024-02-24 10:30:24,2024-02-24 09:44:00
63,Gate of Fate,12+,2,1004111,14.0111,70.5555,failed,fullcombo,,ss,2024-06-14 07:49:46,
63,Gate of Fate,14+,3,995745,15.5298,77.649,clear,,,sp,2024-02-20 10:01:06,2024-02-18 07:35:00
63,Gate of Fate,14+,3,995745,15.5298,77.649,clear,,,sp,2024-02-20 10:01:05,
63,Gate of Fate,14+,3,1002862,15.9862,79.931,clear,,,ss,2024-06-14 07:49:46,
63,Gate of Fate,14+,3,1003359,16.0359,80.1795,clear,,,ss,2025-09-28 13:44:50,
63,Gate of Fate,14+,3,991915,15.3766,76.883,clear,,,sp,2024-02-20 10:01:06,2024-02-18 07:27:00
63,Gate of Fate,14+,3,994497,15.47988,77.3994,clear,,,sp,2024-02-24 10:30:24,2024-02-24 09:09:00
63,Gate of Fate,14+,3,994497,15.47988,77.3994,clear,,,sp,2024-03-01 05:35:37,2024-02-24 09:09:00
63,Gate of Fate,14+,3,999171,15.66684,78.3342,clear,,,sp,2024-03-01 05:35:37,2024-03-01 04:57:00
63,Gate of Fate,14+,3,999171,15.66684,78.3342,clear,,,sp,2024-03-01 05:35:37,
63,Gate of Fate,15,4,1004004,16.5004,82.502,clear,,,ss,2024-02-20 10:01:05,
69,The wheel to the right,14,3,1002395,15.6395,78.1975,clear,,,ss,2025-09-28 13:44:50,
72,Genesis,14+,3,964974,13.89844,69.4922,clear,,,aaa,2024-02-20 10:01:05,
72,Genesis,14+,3,982060,14.7824,73.912,clear,,,s,2025-09-28 13:44:50,
82,Memories of Sun and Moon,13+,3,1003275,14.8275,74.1375,clear,,,ss,2024-02-24 10:30:24,2024-02-24 09:06:00
82,Memories of Sun and Moon,13+,3,1004975,14.9975,74.9875,clear,,,ss,2024-02-20 10:01:05,
82,Memories of Sun and Moon,13+,3,1004975,14.9975,74.9875,clear,,,ss,2024-02-20 10:01:06,2024-02-18 08:35:00
90,L'épisode,14+,3,1005131,16.3262,81.631,clear,,,ssp,2025-09-28 13:44:50,
90,L'épisode,14+,3,1002755,16.0755,80.3775,clear,,,ss,2024-02-20 10:01:05,
101,Tango Rouge,14+,3,998637,15.44548,77.2274,failed,,,sp,2024-06-14 07:49:44,2024-05-04 06:32:00
101,Tango Rouge,14+,3,1006915,16.383,81.915,clear,,,ssp,2025-09-28 13:44:50,
101,Tango Rouge,14+,3,1002774,15.7774,78.887,clear,,,ss,2024-02-20 10:01:06,2024-02-20 05:30:00
101,Tango Rouge,14+,3,1002774,15.7774,78.887,clear,,,ss,2024-02-20 10:01:05,
101,Tango Rouge,14+,3,1002774,15.7774,78.887,clear,,,ss,2024-02-24 10:30:24,2024-02-20 05:30:00
103,エンドマークに希望と涙を添えて,15,3,1004984,16.4984,82.492,clear,,,ss,2025-09-28 13:44:50,
106,宛城、炎上！！,15,3,1001572,16.1572,80.786,clear,,,ss,2025-09-28 13:44:50,
107,We Gonna Journey,14+,4,1005468,16.4936,82.468,clear,,,ssp,2025-09-28 13:44:50,
2613,Overhea[r]t,14+,3,1005582,16.1164,80.582,clear,,,ssp,2026-04-21 03:28:17,2025-11-29 05:24:00
628,サドマミホリック,14+,4,1006417,16.6834,83.417,clear,,,ssp,2026-04-21 03:28:17,2025-12-13 04:53:00
428,Aleph-0,15,4,999539,16.38156,81.9078,clear,,,sp,2026-04-21 03:28:17,2025-12-13 04:57:00
152,Gustav Battle,14+,4,1003192,16.2192,81.096,clear,,,ss,2026-04-21 03:28:17,2025-12-17 07:03:00
2660,What's up? Pop!,15,3,892825,9.9304875,49.6524375,failed,,,bbb,2026-04-21 03:28:17,2026-01-21 11:09:00
2629,壱雫空,14,3,1002901,15.2901,76.4505,clear,,,ss,2026-04-21 03:28:17,2026-01-21 11:05:00
2650,MeteorSnow,15,3,1001374,16.3374,81.687,clear,,,ss,2026-04-21 03:28:17,2025-12-17 07:45:00
2477,sølips,15,3,1000912,16.3912,81.956,clear,,,ss,2026-04-21 03:28:17,2025-12-17 07:25:00
1100,TECHNOPOLIS 2085,14+,3,1003151,15.8151,79.0755,clear,,,ss,2026-04-21 03:28:17,2025-12-17 07:17:00
971,Hainuwele,14+,3,999660,15.8864,79.432,clear,,,sp,2026-04-21 03:28:17,2025-12-17 07:07:00
2053,雪男,15,3,1001687,16.3687,81.8435,clear,,,ss,2026-04-21 03:28:17,2025-12-17 06:44:00
2288,Armageddon,15,3,999255,16.0702,80.351,clear,,,sp,2026-04-21 03:28:17,2025-12-17 06:40:00
2099,Don't Fight The Music,14+,3,1003889,16.2889,81.4445,clear,,,ss,2026-04-21 03:28:17,2025-12-13 05:19:00
700,夕焼けのRed Parade,14+,3,1005210,16.442,82.21,clear,,,ssp,2026-04-21 03:28:17,2025-12-13 05:15:00
712,Climax,15,3,1004879,16.4879,82.4395,clear,,,ss,2026-04-21 03:28:17,2025-12-13 05:01:00
2641,マシンガンポエムドール,15,3,998785,16.0514,80.257,clear,,,sp,2026-04-21 03:28:17,2025-12-13 04:46:00
2597,Stardust:RAY,15,3,1000441,16.3441,81.7205,clear,,,ss,2026-04-21 03:28:17,2025-11-29 05:36:00
2629,壱雫空,14,3,998393,14.93572,74.6786,clear,,,sp,2026-04-21 03:28:18,2026-01-21 11:03:00
385,Evans,14+,4,998974,15.65896,78.2948,clear,,,sp,2026-04-21 03:28:18,2025-12-17 07:51:00
881,Trrricksters!!,15,3,995232,16.10928,80.5464,clear,,,sp,2026-04-21 03:28:18,2025-12-17 07:48:00
2650,MeteorSnow,15,3,999631,16.18524,80.9262,clear,,,sp,2026-04-21 03:28:18,2025-12-17 07:41:00
2650,MeteorSnow,15,3,999576,16.18304,80.9152,clear,,,sp,2026-04-21 03:28:18,2025-12-17 07:38:00
2650,MeteorSnow,15,3,999941,16.19764,80.9882,clear,,,sp,2026-04-21 03:28:18,2025-12-17 07:34:00
2537,GIGA BLAST,15,3,999403,16.07612,80.3806,clear,,,sp,2026-04-21 03:28:18,2025-12-17 07:29:00
2477,sølips,15,3,998316,16.23264,81.1632,clear,,,sp,2026-04-21 03:28:18,2025-12-17 07:21:00
1100,TECHNOPOLIS 2085,14+,3,1002667,15.7667,78.8335,clear,,,ss,2026-04-21 03:28:18,2025-12-17 07:14:00
971,Hainuwele,14+,3,995766,15.73064,78.6532,clear,,,sp,2026-04-21 03:28:18,2025-12-17 07:11:00
499,Caliburne ～Story of the Legendary sword～,14+,3,998468,15.83872,79.1936,clear,,,sp,2026-04-21 03:28:18,2025-12-17 07:00:00
167,脳漿炸裂ガール,15,4,991197,15.64788,78.2394,clear,,,sp,2026-04-21 03:28:18,2025-12-17 06:55:00
2650,MeteorSnow,15,3,999803,16.19212,80.9606,clear,,,sp,2026-04-21 03:28:18,2025-12-17 06:51:00
2650,MeteorSnow,15,3,999051,16.16204,80.8102,clear,,,sp,2026-04-21 03:28:18,2025-12-17 06:48:00
2288,Armageddon,15,3,991239,15.74956,78.7478,clear,,,sp,2026-04-21 03:28:18,2025-12-17 06:36:00
700,夕焼けのRed Parade,14+,3,1003493,16.2493,81.2465,clear,,,ss,2026-04-21 03:28:18,2025-12-13 05:12:00
551,Sparking Revolver,14+,3,994627,15.48508,77.4254,clear,,,sp,2026-04-21 03:28:18,2025-12-13 05:08:00
552,Gate of Doom,14+,3,998955,15.8582,79.291,clear,,,sp,2026-04-21 03:28:18,2025-12-13 05:05:00
187,患部で止まってすぐ溶ける～狂気の優曇華院,15,4,1001795,16.2795,81.3975,clear,,,ss,2026-04-21 03:28:18,2025-12-13 04:50:00
2641,マシンガンポエムドール,15,3,997550,16.002,80.01,clear,,,sp,2026-04-21 03:28:18,2025-12-13 04:43:00
2641,マシンガンポエムドール,15,3,993535,15.8414,79.207,clear,,,sp,2026-04-21 03:28:18,2025-12-13 04:40:00
2597,Stardust:RAY,15,3,997813,16.21252,81.0626,clear,,,sp,2026-04-21 03:28:18,2025-11-29 05:32:00
2625,Latent Kingdom,15,3,1002055,16.3055,81.5275,clear,,,ss,2026-04-21 03:28:18,2025-11-29 05:28:00
2432,Aiolos,15,3,1001609,16.1609,80.8045,clear,,,ss,2026-04-21 03:28:18,2025-11-29 05:21:00
2432,Aiolos,15,3,991965,15.6786,78.393,clear,,,sp,2026-04-21 03:28:18,2025-11-29 05:18:00
2597,Stardust:RAY,15,3,995622,16.12488,80.6244,clear,,,sp,2026-04-21 03:28:18,2025-11-15 04:12:00
2625,Latent Kingdom,15,3,1003916,16.4916,82.458,clear,,,ss,2026-04-21 03:28:18,2025-11-15 04:09:00
2616,黎命に殉ず,15,3,1002401,16.3401,81.7005,clear,,,ss,2026-04-21 03:28:18,2025-11-15 04:05:00
103,エンドマークに希望と涙を添えて,15,3,946578,13.29468,66.4734,failed,,,aa,2026-04-21 03:28:18,2025-11-12 12:10:00
428,Aleph-0,15,4,993311,16.13244,80.6622,clear,,,sp,2026-04-21 03:28:18,2025-11-12 12:06:00
2696,Tempestissimo,15,3,1005468,16.6936,83.468,clear,,,ssp,2026-04-21 03:28:18,2025-11-12 12:03:00
2600,其のエメラルドを見よ,15,3,1004408,16.5408,82.704,clear,,,ss,2026-04-21 03:28:18,2025-11-12 11:59:00
2625,Latent Kingdom,15,3,1001104,16.2104,81.052,clear,,,ss,2026-04-21 03:28:18,2025-11-12 11:55:00
